51302279920,gfg,240,186
51302279927,ggg,142,284
51302332575,cba,209,198
51302357692,ebg,102,225
51302362053,aba,64,212
51302376239,ace,46,45
51302383197,ccd,138,202
51302395235,cgf,197,118
51302403711,def,101,114
51302427126,bcc,142,83
51302449515,abf,2,272
51302460065,bdg,267,258
51302473099,gda,207,144
51302476821,dbb,45,308
51302522713,ddg,36,141
51302569596,dba,206,259
51302570913,ddc,227,13
51302590028,aea,216,141
51302631539,bcc,127,85
51302656796,dba,94,259
51302659288,eba,263,139
51302661549,cef,66,126
51302669460,aff,190,116
51302671318,afc,38,181
51302691492,cgc,128,249
51302693075,cgd,17,139
51302752213,dfe,59,21
51302766176,cgc,169,249
51302777237,fda,206,135
51302785045,dcb,99,180
51302820756,fbe,152,202
51302921697,gda,193,148
51302940527,ead,183,228
51302972948,gea,86,181
51302993860,afa,290,334
51303001244,bfa,282,71
51303016353,ggd,198,133
51303020707,bcg,98,7
51303054939,bdb,146,24
51303057646,bfd,46,21
51303087608,fef,171,108
51303131869,agb,75,108
51303164833,fdd,104,262
51303204753,bcc,250,87
51303227427,eae,242,287
51303238158,eag,39,62
51303249994,ece,203,19
51303281592,fge,105,48
51303312393,fcf,71,189
51303359603,dec,173,48
51303396360,fbf,86,214
51303399697,dag,132,86
51303402762,gdb,234,266
51303408694,fda,145,148
51303479674,dgf,191,273
51303496752,aac,129,299
51303498057,ecg,20,49
51303506141,bda,71,147
51303569058,agb,205,117
51303581375,gef,246,237
51303589916,gdg,293,44
51303612932,dgf,137,259
51303628320,eba,109,120
51303688185,cfb,95,205
51303700511,eeg,192,124
51303725938,eaa,115,122
51303728571,dba,39,266
51303732528,aaa,283,256
51303735334,caa,108,105
51303784282,gcc,221,205
51303866718,gaf,143,95
51303870749,dea,213,77
51303907915,fee,242,56
51303925820,eef,259,182
51303943101,bag,17,173
51303972188,efc,77,256
51304014799,aeb,15,159
51304050624,bbd,108,222
51304058366,gff,68,255
51304062216,dgd,129,198
51304066938,eea,4,177
51304089014,cca,181,155
51304117248,ggf,57,77
51304135736,deb,97,250
51304174123,gfa,84,193
51304177925,cde,44,248
51304188753,bab,276,80
51304237042,cdc,15,237
51304264947,cfa,275,147
51304271570,cdb,239,12
51304307989,bbc,247,41
51304311261,bbb,186,232
51304323230,ead,214,234
51304334168,bbb,97,264
51304341402,bfe,157,232
51304349282,bbe,102,22
51304362957,cbe,70,23
51304372638,bga,78,173
51304389718,agg,207,104
51304405056,aec,222,140
51304409756,fed,223,90
51304416968,edd,84,50
51304441795,bcd,250,187
51304451128,bbb,245,258
51304455060,ffb,260,275
51304502417,egg,98,94
51304520780,fca,222,79
51304527373,bcf,286,260
51304528701,aec,4,148
51304528723,dda,142,153
51304548976,agd,141,129
51304550523,fag,131,146
51304552504,gfg,77,215
51304584148,eaf,134,132
51304609873,cae,196,259
51304616619,bff,173,171
51304619405,agc,70,179
51304676252,fdc,167,107
51304723608,fga,153,83
51304762959,bag,29,174
51304768455,deg,62,238
51304780224,bcd,30,181
51304789951,aae,240,295
51304878243,daa,156,25
51304900099,feb,141,162
51304904923,geb,166,200
51304922987,ccc,72,157
51304924561,gba,217,120
51304925189,gcc,275,233
51304933958,aef,26,247
51304965033,ccd,261,220
51304987937,eba,91,104
51305000694,gdd,63,186
51305003255,eeg,129,115
51305007254,dgg,86,78
51305009298,bae,61,166
51305042925,bbf,39,218
51305046502,aeb,59,166
51305059150,ade,36,35
51305095810,cbd,64,127
51305097632,dbc,86,108
51305101460,ddc,210,11
51305118798,gbc,11,199
51305120926,egb,88,206
51305156865,dac,221,203
51305254530,beb,106,205
51305268836,dab,249,313
51305269440,egg,206,82
51305273152,edg,81,61
51305294044,ffd,17,194
51305312949,agg,271,101
51305320398,dad,233,223
51305337624,bgc,39,262
51305391379,cfc,204,173
51305407619,cbe,223,21
51305445760,abc,227,91
51305456425,aff,7,131
51305466845,cec,51,73
51305470527,ggc,178,100
51305477645,bfe,44,213
51305513829,fcd,237,231
51305519969,dfd,163,174
51305524042,acg,154,212
51305551956,gdb,294,305
51305573202,cac,215,33
51305598269,gfb,218,27
51305655756,ccd,80,244
51305659852,dfa,202,247
51305696043,fdb,77,267
51305714797,cgd,158,143
51305726432,efa,7,189
51305736356,dbd,120,97
51305745058,ccg,213,251
51305759978,fdb,165,221
51305765986,fdg,86,261
51305766237,edg,221,72
51305777352,fad,255,128
51305798647,bea,36,288
51305804550,aag,100,178
51305811509,gce,285,77
51305813096,bfd,24,19
51305834167,fbg,182,44
51305836340,eff,87,176
51305845546,baf,104,268
51305855268,dba,219,273
51305895910,dde,38,173
51305903479,gea,197,202
51305917109,cff,206,203
51305949342,gbc,171,175
51305954387,beb,183,174
51305963450,ebe,174,15
51305997253,fcf,241,166
51305999597,bfc,108,23
51306027357,gca,15,278
51306036959,bbc,202,45
51306041930,fgg,181,125
51306075348,cgg,199,7
51306076349,baa,205,121
51306085347,ggd,4,156
51306124960,gec,161,239
51306142326,eba,245,87
51306144781,cee,263,170
51306149546,bfb,191,242
51306166068,fag,202,164
51306167628,eeb,290,134
51306177504,ceg,211,198
51306189472,ecd,199,53
51306214388,gae,290,166
51306225686,adc,219,248
51306245297,dec,198,52
51306261646,dba,210,259
51306263665,fae,228,299
51306276347,gba,44,129
51306285612,gbg,137,271
51306308472,ege,287,251
51306315469,ecc,138,47
51306349316,afd,270,287
51306364004,ced,92,202
51306364810,fec,97,7
51306370800,bab,65,90
51306392749,bdf,259,179
51306398115,acb,157,242
51306409803,acc,187,138
51306448366,efd,288,247
51306456465,bed,103,128
51306458382,adf,21,20
51306486116,bae,103,194
51306489440,cdg,83,171
51306492618,ebd,201,60
51306494714,ega,101,197
51306497854,age,60,389
51306508860,bgd,144,110
51306558765,ece,93,15
51306559144,feg,287,157
51306601821,bdf,64,153
51306619208,fgf,283,17
51306620365,ecf,102,102
51306634866,ccf,185,157
51306636303,bec,26,110
51306665597,gfc,262,99
51306677889,aga,57,221
51306697567,fgf,220,19
51306699986,eec,71,16
51306730792,cbb,147,220
51306732434,ada,191,278
51306740157,gdf,268,174
51306746449,adg,42,279
51306789497,gdf,211,146
51306800626,agc,77,164
51306826524,eef,95,160
51306834307,gcb,63,251
51306851210,caf,191,222
51306857548,faf,181,83
51306865802,dca,214,222
51306886008,bed,141,144
51306902693,gcc,268,202
51306905239,dfg,264,276
51306911227,adg,46,329
51306916046,gfe,262,285
51306916607,cfd,40,41
51306928079,abb,202,106
51306929408,beb,224,167
51306934011,dca,212,182
51306961008,cea,224,85
51306978288,aed,299,205
51306998301,ebf,40,171
51307002307,acd,149,183
51307003821,ggc,156,82
51307005501,cec,49,79
51307022062,gbb,288,182
51307038330,bge,220,87
51307062164,gfb,295,29
51307063336,gaa,215,158
51307091826,gag,159,8
51307135345,cfe,108,50
51307163712,bgg,87,159
51307191807,bbg,33,108
51307233949,fec,252,8
51307251112,fff,107,28
51307251931,aeg,224,132
51307260131,fef,280,124
51307282210,eda,179,122
51307284641,bef,137,162
51307294913,cec,291,82
51307312954,gcd,161,312
51307313720,acf,53,59
51307346516,gbe,223,230
51307381202,gbd,265,58
51307402849,feg,51,169
51307424312,cge,255,173
51307461527,def,43,129
51307471466,fce,99,63
51307487153,abg,248,42
51307510892,afg,74,231
51307515592,dae,66,64
51307519838,ecc,154,45
51307534980,cdf,172,233
51307540395,eab,256,220
51307542894,fgc,265,263
51307543248,bce,65,213
51307551888,ceb,277,104
51307577845,eca,296,298
51307602961,abe,178,59
51307602991,bfd,104,17
51307622031,dff,87,234
51307636024,add,139,250
51307642998,aca,235,180
51307674616,ffc,113,124
51307689876,dgb,101,228
51307706119,daa,159,22
51307757594,adf,192,16
51307760023,ddc,134,12
51307767053,fed,197,99
51307770212,efb,224,89
51307771998,bag,101,167
51307820380,dcd,221,169
51307822535,bee,25,146
51307825089,fac,6,243
51307835306,fba,199,245
51307843310,gga,187,118
51307844914,ffg,101,91
51307886336,afg,141,261
51307887482,dfg,136,328
51307890599,bfg,92,204
51307896629,cbc,260,281
51307898142,eea,95,205
51307898820,gbf,293,295
51307904605,eed,229,246
51307910455,edg,93,61
51307911299,ace,131,46
51307930071,gda,295,173
51307935375,efe,244,99
51307945530,gaa,258,178
51307945715,fdb,290,194
51307949566,fbe,296,206
51307994566,ggc,281,84
51308003620,ecb,87,179
51308034479,fab,212,122
51308044175,bcb,112,180
51308078688,geb,21,180
51308086691,edf,208,26
51308098952,dcb,181,208
51308106070,bdd,48,216
51308135496,aeb,65,136
51308142368,abd,180,96
51308183267,cdd,27,53
51308189278,cgg,258,7
51308194260,adb,239,217
51308203404,aeb,7,122
51308211371,gad,254,214
51308215170,ebc,259,127
51308224823,geg,26,49
51308254692,dcg,97,6
51308286652,cea,81,79
51308292302,ggc,26,96
51308297484,egd,235,51
51308301404,fde,169,102
51308301725,bca,135,171
51308303388,gfa,107,227
51308306956,dee,70,73
51308327744,gea,275,226
51308332432,dcf,279,49
51308348467,feg,272,162
51308372185,age,43,365
51308375934,ccb,125,76
51308377685,fef,28,138
51308387593,ggb,160,35
51308417123,dbd,74,112
51308425148,bae,136,176
51308430619,fga,263,76
51308436995,ffb,109,297
51308465758,gaf,16,103
51308473438,edd,222,57
51308493411,cda,102,191
51308495375,afg,257,221
51308518860,agf,237,113
51308537986,adf,156,14
51308541544,abe,104,63
51308557029,ffa,238,68
51308562760,fbc,222,179
51308576808,dcd,87,140
51308579341,ffb,196,317
51308584770,dbg,46,227
51308596464,gfg,121,230
51308621250,ecf,256,98
51308623920,bdg,109,224
51308632618,bdc,52,28
51308656363,afe,164,164
51308656629,eaa,210,134
51308673419,abb,80,114
51308693887,gab,262,145
51308700576,dda,118,149
51308731791,ede,154,99
51308740204,ebb,245,89
51308748677,cce,154,43
51308756756,cfg,166,263
51308772301,dbc,21,110
51308778977,bgb,177,54
51308785648,eag,230,62
51308789397,cgf,60,97
51308789681,aab,233,158
51308798443,gee,136,109
51308798999,cga,150,187
51308809700,cgb,80,241
51308817429,ebe,80,16
51308820119,cbg,232,293
51308851653,dga,299,5
51308875016,beg,56,116
51308889253,ecc,55,40
51308890846,efa,128,170
51308895280,bad,200,292
51308901220,dae,264,58
51308910786,dgc,106,221
51308911135,dbe,164,120
51308929589,gge,287,264
51308945885,aaf,290,103
51308950542,fdd,171,238
51308962703,cfe,190,42
51308969724,cbf,245,207
51308974995,dfa,298,202
51308981510,fbb,104,46
51308986721,dfd,4,168
51309005528,bba,160,58
51309005723,gge,285,300
51309014061,eaf,24,142
51309014708,ggd,164,137
51309029923,afd,231,298
51309043400,fbe,253,210
51309045071,aee,249,138
51309083325,ddb,255,81
51309123077,fgg,185,108
51309134954,aga,71,262
51309148369,dbd,107,92
51309149195,dge,131,78
51309161368,feb,270,171
51309162146,bce,243,234
51309165146,faf,171,93
51309165569,egc,142,127
51309169089,cab,219,110
51309210070,dce,63,73
51309215814,fda,54,153
51309217370,fge,284,39
51309233527,bgf,126,267
51309253991,bed,90,118
51309256869,ggg,75,337
51309259129,fdf,211,77
51309268082,dbb,259,267
51309284655,fce,179,71
51309290294,ffe,258,37
51309295573,fee,31,59
51309296538,ccf,174,185
51309304850,feg,28,132
51309315982,fcb,273,140
51309338313,acd,197,151
51309369056,fea,124,201
51309387094,dec,23,59
51309392358,baf,276,241
51309408353,ccb,27,66
51309441367,gdb,239,259
51309448317,daf,285,152
51309464314,eag,119,62
51309469285,dad,117,254
51309471600,dde,280,159
51309486816,gac,85,101
51309495395,bde,184,25
51309496378,afb,232,209
51309501489,fgf,3,15
51309506202,faf,291,110
51309506693,cge,76,162
51309519947,fbg,260,52
51309520993,efg,140,168
51309535037,agd,74,149
51309546357,cdg,74,160
51309559765,ada,180,308
51309593285,bbg,95,124
51309599946,dff,25,255
51309604058,bbc,101,45
51309616773,ebg,166,261
51309649321,gda,290,183
51309667400,gfd,91,224
51309674932,afa,269,364
51309678992,aeg,172,109
51309685887,gcg,232,150
51309688440,gdd,71,202
51309694403,aec,132,150
51309725302,ded,224,14
51309726783,fdc,15,85
51309727901,eee,202,14
51309729908,ddf,113,217
51309735450,eac,178,146
51309740525,fbf,63,220
51309742418,ddd,155,61
51309761182,efa,271,161
51309761714,beg,179,111
51309791198,dbf,270,219
51309806167,egg,274,67
51309807421,ebf,250,136
51309812640,faa,298,47
51309823627,gde,139,267
51309840299,gfg,276,257
51309840741,ged,164,299
51309842745,gcg,215,177
51309845855,cde,21,287
51309853831,fcc,172,95
51309863415,bac,240,147
51309878986,cag,144,27
51309909450,gde,74,293
51309910344,egf,46,252
51309924043,ggf,2,70
51309956196,gcf,258,137
51309973183,fgb,289,135
51309975961,aad,105,275
51309985062,ece,283,14
51309989490,cgc,136,246
51309994901,fec,248,7
51310001988,ddd,34,72
51310037341,dcc,106,78
51310052270,bbb,5,247
51310056829,bdf,72,162
51310069857,gdf,174,169
51310086264,gfc,144,106
51310106710,ega,55,159
51310117210,deb,25,247
51310128905,gbc,77,162
51310160203,egg,297,71
51310169546,cca,75,124
51310170636,aac,177,296
51310180024,adg,226,388
51310185656,efd,127,232
51310198886,fce,11,78
51310217510,ccb,280,64
51310219823,dea,254,71
51310220836,eae,16,246
51310231660,dea,30,65
51310247422,ddg,269,143
51310250414,fcg,261,252
51310298014,afd,211,247
51310339950,def,227,108
51310342984,acf,141,67
51310351949,ffe,243,39
51310362384,baa,233,101
51310393640,aag,44,154
51310394072,gac,215,113
51310425849,gce,104,79
51310523103,fff,42,26
51310545910,dfc,15,362
51310562465,fdd,298,273
51310569900,cad,219,186
51310590474,dac,71,229
51310593417,dag,275,98
51310610906,afc,10,161
51310618166,ecf,247,88
51310619787,edd,123,67
51310709811,ace,290,44
51310732649,efg,55,162
51310735739,fae,61,257
51310740689,gdc,252,162
51310765797,dfd,55,151
51310769579,efe,268,87
51310769836,bcg,216,7
51310779157,dab,79,300
51310780971,eda,21,107
51310790102,edb,19,240
51310862601,cfg,21,257
51310883900,dgd,278,235
51310888144,aec,244,129
51310902086,cbe,230,17
51310907277,bdc,152,24
51310921562,gag,82,7
51310936310,gfg,229,249
51310940582,dfb,89,107
51310950395,aba,193,186
51310967371,acc,129,124
51310971623,gbd,77,49
51310977402,fbd,250,187
51310977770,fdg,191,221
51310983816,ccd,3,283
51310991323,fee,228,57
51310994307,cac,284,32
51311005846,cba,156,233
51311016049,bbg,70,128
51311021782,cdb,200,12
51311042539,dfe,107,23
51311063264,aff,95,144
51311103710,adc,212,285
51311104709,ddc,173,11
51311127409,fad,84,133
51311144577,fdf,120,78
51311155177,gcd,207,271
51311159037,cbd,125,129
51311201128,cff,17,225
51311204937,dbc,172,114
51311218238,bda,96,138
51311243857,abf,179,231
51311246035,ced,144,208
51311314975,fgd,180,320
51311326915,bcc,299,87
51311332651,ded,192,12
51311348520,bdg,214,266
51311369134,add,257,272
51311384690,bgb,209,48
51311408319,gaf,124,91
51311413764,dba,117,240
51311415811,aed,268,225
51311472587,cdc,67,282
51311476838,fca,152,82
51311485717,fab,116,140
51311486478,gbg,34,292
51311491289,gcb,235,293
51311492223,gfb,104,30
51311492429,bga,48,159
51311494690,beg,128,115
51311504747,dgf,275,235
51311531398,cfb,198,243
51311539003,dbe,293,121
51311572533,aab,117,188
51311580013,dfc,78,394
51311651232,bgc,66,243
51311658682,aae,265,241
51311673440,gbg,182,254
51311721579,edf,28,21
51311728989,ggg,76,384
51311783283,eca,265,277
51311785575,fde,43,99
51311785915,ffd,194,213
51311801781,afc,43,149
51311819189,deg,289,273
51311826287,fad,268,131
51311827780,ged,135,263
51311835201,ecb,163,150
51311893825,dga,194,5
51311895387,cae,290,295
51311951827,dbc,70,102
51311960164,cgf,90,78
51311975162,dde,276,166
51311975288,dde,255,177
51311976652,cbd,153,114
51311980679,bbd,73,219
51312052978,ece,96,16
51312091103,eeg,145,135
51312106479,ddg,162,155
51312139209,ccf,112,166
51312161473,bdb,208,21
51312166118,egc,33,109
51312174185,ege,131,245
51312202249,fcf,258,151
51312219752,cga,242,185
51312244930,edc,195,154
51312247895,gec,193,253
51312251889,cef,227,142
51312272530,ced,228,191
51312276379,dgg,24,65
51312283131,aea,160,149
51312289931,fea,60,172
51312351997,cfa,71,117
51312376060,gef,157,265
51312391524,fdg,205,216
51312421831,afe,213,144
51312422461,agc,121,141
51312424399,cef,42,161
51312428658,ebe,271,18
51312442420,eag,88,69
51312447883,adb,91,256
51312451299,dee,99,85
51312462874,bcd,150,188
51312517981,cce,228,50
51312537042,aee,107,161
51312545331,dbc,132,93
51312546308,dad,158,226
51312560224,bfe,271,247
51312572302,ecd,47,45
51312575816,bde,38,25
51312585018,fff,281,24
51312588684,bff,178,172
51312601779,faa,192,51
51312608387,caa,71,98
51312658780,adg,193,310
51312659664,ede,294,96
51312660821,ecc,152,35
51312666635,aae,140,281
51312704179,gdg,163,48
51312705557,cee,139,176
51312708379,bfa,46,69
51312719391,bgc,94,235
51312741351,dcd,233,144
51312751379,aea,260,144
51312760054,dcf,186,39
51312760093,gde,250,269
51312766466,bef,45,160
51312768143,ddg,7,127
51312772127,cff,206,256
51312776177,ecg,222,40
51312792602,ead,153,271
51312797607,edd,150,58
51312815531,cae,128,241
51312858337,cae,99,243
51312863344,eff,155,144
51312865512,gff,53,270
51312877305,efc,5,217
51312900247,aef,155,293
51312906267,aaa,199,266
51312914359,dbc,214,84
51312920696,afa,132,414
51312932974,afa,276,368
51312946828,dfg,100,328
51312983762,cfd,280,47
51312984762,bda,239,135
51313043415,cag,249,29
51313056788,fef,160,158
51313064255,ddf,83,219
51313086943,gdc,165,170
51313095994,geg,242,55
51313100739,fad,9,104
51313119668,egd,281,48
51313136391,cfc,216,169
51313143258,bbf,20,180
51313150709,abg,266,37
51313152496,ada,140,366
51313158725,bbg,16,152
51313160243,fbf,39,242
51313180050,fcc,41,78
51313222406,bbe,162,22
51313231172,ade,51,34
51313232501,fdg,30,183
51313246916,abb,199,100
51313302917,ccg,189,286
51313313341,cce,18,46
51313336299,ceg,84,192
51313337426,aee,260,180
51313357902,eae,150,277
51313385030,ccc,8,136
51313392763,bgf,18,291
51313405099,bge,276,79
51313431967,bfd,174,14
51313432017,egb,154,189
51313449747,agb,241,136
51313458319,gfe,22,265
51313459171,eca,125,246
51313472504,cbc,151,266
51313490919,bdb,29,23
51313505144,agg,51,91
51313510566,cbc,16,215
51313512115,ggc,250,92
51313537973,ede,184,93
51313542937,gbb,202,154
51313575477,feg,1,154
51313579947,efc,167,219
51313666940,dgb,28,230
51313694074,cbb,186,187
51313701130,bfc,48,18
51313771876,bcf,86,301
51313802913,bbc,211,49
51313804913,egf,11,229
51313821034,eba,195,102
51313842089,gge,43,312
51313863699,bcc,148,90
51313863827,ffa,287,69
51313868681,cge,250,173
51313941195,bab,216,103
51313947058,fcf,98,169
51313948134,fag,83,157
51313958074,gca,30,239
51313965558,aec,77,152
51313982458,acg,295,169
51313989252,dbb,75,218
51314006612,gbg,274,269
51314025202,aeb,234,140
51314034558,gaf,143,99
51314052250,agb,210,115
51314135207,dda,145,144
51314140996,eef,166,185
51314146104,gaf,146,113
51314155461,gad,65,241
51314158676,dbe,220,107
51314167581,aec,143,170
51314168662,dcc,294,74
51314170573,fea,99,161
51314178865,bdd,52,233
51314211578,bdf,271,181
51314216817,cdf,157,267
51314267155,baf,258,197
51314312964,eae,254,238
51314319376,fea,48,135
51314337716,bcb,90,214
51314342729,dgf,171,263
51314342802,eeb,197,138
51314375535,dfa,2,175
51314379252,adf,90,14
51314408045,cgd,242,151
51314411030,fcg,175,289
51314434746,cbe,28,19
51314454337,gec,149,288
51314459511,age,77,346
51314486800,dcb,59,185
51314489991,fac,160,238
51314501266,fba,90,237
51314504464,edd,26,54
51314539192,bfb,29,198
51314555431,gbb,88,183
51314561240,gaf,291,116
51314597715,eed,202,246
51314600756,ffb,207,304
51314652022,bga,223,139
51314664890,bfc,291,18
51314696649,aba,204,199
51314714037,fcd,136,203
51314736389,ccb,50,65
51314753750,dcg,103,6
51314758420,bea,3,230
51314808281,fgf,175,16
51314835946,ggf,5,72
51314847118,bce,265,250
51314849009,eaa,112,112
51314854112,eca,62,199
51314869086,bcf,6,328
51314882612,ddd,127,74
51314895057,dge,137,88
51314903390,aca,43,158
51314944637,gfg,166,226
51314945509,efd,98,227
51314954383,agf,187,123
51314958304,ccg,289,337
51314959020,ffc,141,146
51315004886,gba,272,104
51315019322,deg,37,300
51315026687,bca,220,191
51315028525,ecc,42,31
51315028598,aeg,116,99
51315048072,egf,195,258
51315052180,bba,241,47
51315067789,bge,16,67
51315068123,cdc,297,304
51315078703,gae,169,139
51315083429,gce,189,79
51315101288,adb,194,294
51315102743,aeb,104,141
51315121335,gab,22,159
51315127320,bbg,89,123
51315127428,eac,156,146
51315147186,dfg,284,272
51315169023,gbe,200,266
51315221838,fce,273,81
51315229574,ffa,287,55
51315243429,abc,62,108
51315254630,acb,28,242
51315261268,aee,163,194
51315272367,gbc,238,186
51315279927,beb,64,146
51315307568,dba,98,220
51315324760,fga,203,69
51315330816,egg,213,59
51315336478,cab,266,105
51315336691,bfd,166,15
51315338145,dbg,282,233
51315344312,cba,192,214
51315422405,ecb,105,132
51315425289,fgb,181,108
51315441195,ggd,162,110
51315452650,ega,23,179
51315474734,fae,131,251
51315494383,bgd,160,92
51315512687,cef,286,156
51315516626,cfe,13,35
51315531728,bdc,286,21
51315547796,abc,83,113
51315566448,ebb,44,80
51315593637,ebd,225,48
51315601825,egb,241,158
51315621287,bee,215,157
51315642167,ebg,255,224
51315646657,dbf,35,243
51315655751,aff,284,133
51315668782,eda,57,85
51315669724,dca,236,161
51315673489,fcg,45,300
51315688449,eaf,142,126
51315689493,bad,117,289
51315695545,eea,274,235
51315706038,ffd,168,181
51315744364,cab,191,121
51315763134,bgg,57,187
51315777364,gga,240,101
51315781417,fca,11,84
51315790806,dca,146,177
51315828333,fcb,93,158
51315836926,eed,214,268
51315847626,eba,99,109
51315856060,gag,226,6
51315859961,adg,26,303
51315888191,dge,98,91
51315904096,fgc,191,257
51315907271,edf,267,20
51315937141,gbf,136,327
51315941507,bfe,231,259
51315945095,cdb,269,10
51315983277,cff,92,217
51316027083,agd,33,166
51316028412,fff,151,21
51316053189,cac,179,27
51316059386,dgc,225,212
51316070612,bcg,204,5
51316074486,bfb,65,229
51316080780,dcc,50,84
51316086386,cce,197,38
51316087022,eec,218,13
51316095251,aac,5,281
51316104646,efb,176,96
51316120055,abf,160,228
51316132774,ged,234,312
51316139941,cgb,170,255
51316143755,cgg,85,7
51316148053,age,227,387
51316166483,agb,214,135
51316168906,fdf,57,73
51316174763,bcf,139,344
51316181044,edb,230,223
51316193253,caf,217,177
51316210041,gfa,36,197
51316231498,cad,61,152
51316240714,gge,285,343
51316243280,fbc,230,205
51316258166,gaa,272,202
51316268977,cdg,271,161
51316304109,bec,240,112
51316342535,ddb,19,64
51316363396,cee,82,205
51316364297,ccg,5,269
51316366296,bde,276,27
51316389643,fbf,238,220
51316417878,fac,269,240
51316440154,ecc,196,26
51316443612,fde,234,99
51316450581,ddf,81,212
51316456642,cdd,285,59
51316459778,dae,90,48
51316476810,caa,168,102
51316486065,fad,138,94
51316510746,gac,238,92
51316511438,dbb,185,248
51316513800,ccg,40,290
51316518724,ggc,150,103
51316543904,ceb,41,93
51316586330,fgg,65,127
51316599265,gfd,169,212
51316605090,eab,48,176
51316605804,ggg,203,430
51316609765,bfb,221,251
51316626663,cca,289,122
51316626921,fda,9,172
51316628967,dag,5,101
51316632196,abe,11,57
51316659744,acg,75,163
51316689497,aag,97,137
51316701492,bef,143,128
51316729068,gcc,51,202
51316744830,bfg,182,232
51316752792,edb,135,249
51316770313,gfe,20,310
51316775841,geg,117,63
51316794093,cgd,191,172
51316796093,dgg,215,55
51316813972,ggb,156,40
51316860448,gbg,112,282
51316860904,aaf,114,103
51316866541,cde,56,272
51316873520,dbd,184,86
51316880413,fee,75,60
51316881446,bae,255,156
51316885773,abd,271,112
51316891707,aed,69,258
51316905082,cbf,172,165
51316907451,gdd,36,214
51316912579,cca,223,117
51316951898,cda,96,158
51316988421,eea,70,206
51316989807,ecf,120,89
51316998313,bfc,225,15
51317003889,ecc,290,26
51317007522,cec,54,65
51317012878,dee,112,73
51317023840,baa,52,82
51317027646,agg,267,91
51317030010,cgf,142,85
51317033093,cac,153,24
51317034312,cbd,215,123
51317036679,agf,105,140
51317038225,cdb,213,10
51317086681,ffd,47,146
51317088796,acf,148,61
51317201601,cga,252,157
51317202798,bag,207,135
51317230932,age,241,445
51317261869,dba,260,246
51317289519,gee,14,95
51317291331,daa,116,20
51317297660,bfg,250,192
51317347525,afg,25,209
51317348751,fbf,144,226
51317366373,bga,121,139
51317375073,egc,272,99
51317384116,gfb,272,28
51317389249,bfe,235,253
51317428858,fgf,58,13
51317437735,cea,55,77
51317440071,dcg,292,5
51317442085,cba,291,201
51317448701,dce,99,86
51317466125,ffg,91,101
51317476046,bdc,107,22
51317489246,cge,242,138
51317501694,fdb,174,223
51317542954,cbe,47,16
51317568790,deb,173,274
51317587149,bcd,233,159
51317591121,acd,282,176
51317600565,fgd,18,291
51317644786,dfc,234,374
51317658135,gbd,38,43
51317698980,dff,267,242
51317701189,bdd,9,219
51317703933,agc,114,133
51317713128,bgg,232,187
51317713811,feb,88,148
51317725739,ebc,173,134
